School Id,Org Name,Telephone,Fax,Email^,Principal*,URL,Physical Address Line1,Physical Address Suburb,Physical Address City,Postal Address Line1,Postal Address Suburb,Postal Address City,Postal Address Postal Code,Urban Area,Org Type,Definition,Authority,CoEd Status,Territorial Authority,Regional Council,Local Office Name,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Col Id,Col Name,Latitude,Longitude,Decile,Total,European,Māori,Pacific,Asian,MELAA,Other,International,IsolationIndex,SchoolDonations
498,Te Aho o Te Kura Pounamu,04 473 6841,04 471 2406,info@tekura.school.nz,Pamela Dawson,http://www.tekura.school.nz,11 Portland Crescent,Thorndon,Wellington,Private Bag 39992,Wellington Mail Centre,Lower Hutt,5045,Not Applicable,Correspondence School,Not Applicable,State,Co-Educational,,,Wellington,Wellington,No Description,Missing,Not Applicable/Unknown,Correspondence School,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-41.274437,174.776604,99,4390,2540,1428,132,168,84,38,0,0.04,Not applicable
503,Kelston Deaf Education Centre,09 827 4859,09 827 9819,kdec@kdec.school.nz,Louise Roe (Acting),http://www.kdec.school.nz,3 Archibald Road,Kelston,Auckland,Private Bag 93008,New Lynn,Auckland,640,Main Urban Area,Special School,School for pupils with deaf/hearing impairments,State,Co-Educational,Auckland - Whau,Auckland Region,Auckland,Auckland,Kelston,Tamaki Makaurau,Kelston Central,Whau Ward,,,-36.905306,174.664992,2,85,14,25,29,10,7,0,0,0.1,Donations should not be requested unless for a school camp
506,Drury Christian School,09 294 7332,,drury@xtra.co.nz,Ron Bagrie,http://www.drurychurch.co.nz/,13 Sutton Road,,Drury,13 Sutton Road,,Drury,2113,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Papakura,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Drury,Manurewa-Papakura Ward,,,-37.096344,174.950062,99,26,10,0,4,9,0,0,3,Not applicable,Not applicable
514,Kimi Ora School,04 567 5834,,admin@kimiora.school.nz,Shirley Jones,http://kimiora.school.nz/,100 Walters Street,Naenae,Lower Hutt,P O Box 35017,Naenae,Lower Hutt,5041,Main Urban Area,Special School,School for pupils with physical disabilities,State,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Rimutaka,Ikaroa-Rawhiti,Avalon East,Central Ward,99065,Naenae Community of Learning ,-41.197639,174.942645,8,74,43,14,4,12,0,1,0,0.04,Donations may be requested
518,Kingslea School,03 977 5435,03 347 3105,charmaine@kingslea.school.nz,Tina Lomax,http://www.kingslea.school.nz,60 Horseshoe Lake Road,Shirley,Christchurch,P O Box 68,,Rolleston,7643,Main Urban Area,Special School,School for pupils with learning/social difficulties,Other : Vote Education,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Burwood,Burwood Ward,99206,Ngā Peka o Tauwharekākaho (Rolleston) Kāhui Ako,-43.504337,172.668083,1,120,27,79,14,0,0,0,0,0.11,Donations should not be requested unless for a school camp
519,Van Asch Deaf Education Centre,03 326 6009,03 326 5346,info.vanasch@deafeducation.nz,Bernadette Mulcahy-Bouwman,http://www.vanasch.school.nz,Truro Street,Sumner,Christchurch,24 Truro Street,Sumner,Christchurch,8081,Main Urban Area,Special School,School for pupils with deaf/hearing impairments,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Sumner,Heathcote Ward,,,-43.579871,172.759667,4,31,13,12,2,3,1,0,0,0.29,Donations should not be requested unless for a school camp
522,Halswell Residential College,03 338 5089,03 338 5042,debbrown@halswellcollege.com,Janine Harrington,http://www.halswellcollege.com,15 Nash Road,Halswell,Christchurch,15 Nash Road,Aidanfield,Christchurch,8025,Main Urban Area,Special School,School for pupils with intellectual impairments,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Aidanfield,Halswell Ward,,,-43.562153,172.56935,2,17,10,7,0,0,0,0,0,0.16,Donations should not be requested unless for a school camp
525,Salisbury School (Nelson),03 544 8119,03 544 9698,principal@salisbury.school.nz,Alison McAlpine (Acting),http://www.salisbury.school.nz,67 Salisbury Road,,Richmond,Private Bag 1,Richmond,Nelson,7050,Main Urban Area,Special School,School for pupils with learning/social difficulties,State,Single Sex (Girls School),Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Richmond East,Richmond Ward,99142,Waimea Community of Learning,-41.337552,173.195399,3,7,5,1,1,0,0,0,0,1.81,Donations should not be requested unless for a school camp
527,Twizel Area School,03 435 0650,03 435 0795,office@twizel.school.nz,William Feasey,https://twizel.wordpress.com/,Mt Cook Street,,Twizel,Twizel Area School Private Bag 952,,Twizel,7901,Minor Urban Area,Composite,Not Applicable,State,Co-Educational,Mackenzie District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Waitaki,Te Tai Tonga,Twizel Community,Pukaki Ward,99010,Southern Area Schools' Community of Learning,-44.255242,170.098053,8,224,158,33,2,23,5,3,0,3.67,Donations may be requested
528,Ponatahi Christian School,06 379 8840,06 379 8807,nellys@ponatahi.school.nz,Peter Bertram,http://www.ponatahi.school.nz/,6 Howard Street,,Carterton,6 Howard Street,,Carterton,5713,Minor Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Carterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Carterton,Area Outside Ward,,,-41.032153,175.522451,8,124,109,4,0,9,0,2,0,1.18,Donations may be requested
530,Waiheke High School,09 371 9000,09 372 5474,enquiries@waihekehigh.school.nz,Jude Young,http://www.waihekehigh.school.nz,11 Donald Bruce Road,,Waiheke Island,11 Donald Bruce Road,Surfdale,Waiheke Island,1081,Minor Urban Area,Secondary (Year 7-15),Not Applicable,State,Co-Educational,Auckland - Waiheke,Auckland Region,Auckland,Auckland,Auckland Central,Hauraki-Waikato,Waiheke Island,Waitemata and Gulf Ward,99088,Waiheke Community of Learning,-36.801059,175.027616,7,446,295,81,17,16,17,5,15,0.8,Donations may be requested
531,Catholic Cathedral College,03 982 1690,03 982 1692,admin@cathcollege.school.nz,Tony Shaw,http://www.cathcollege.school.nz,62 Ferry Road,,Christchurch,P O Box 10255,Phillipstown,Christchurch,8145,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,99044,Christchurch Catholic Community of Learning,-43.537655,172.646591,4,461,107,49,72,218,9,3,3,0.03,Donations should not be requested unless for a school camp
532,John Paul College,07 347 8795,07 346 1271,info@jpc.school.nz,Patrick Walsh,http://www.jpc.school.nz,Kahu Street,Rotorua Central,Rotorua,P O Box 5040,Rotorua West,Rotorua,3044,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Utuhina,Area Outside Ward,99018,Rotorua Catholic Faith Based Community of Learning,-38.142442,176.230146,7,1158,662,216,31,186,15,6,42,0.47,Donations may be requested
533,Mt Aspiring College,03 443 0499,03 443 0491,learn@mtaspiring.school.nz,Wayne Bosley,http://www.mtaspiring.school.nz,101 Plantation Road,,Wanaka,101 Plantation Road,,Wanaka,9305,Minor Urban Area,Secondary (Year 7-15),School with Boarding Facilities,State,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Wanaka,Wanaka Ward,,,-44.687324,169.136766,10,1065,904,91,0,36,14,2,18,4.01,Donations may be requested
536,Kavanagh College,03 477 3408,03 479 0468,kavanagh@kavanagh.school.nz,Kate Nicholson,http://www.kavanagh.school.nz,340 Rattray Street,City Rise,Dunedin,P O Box 737,,Dunedin,9054,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,High St-Stuart St,Area Outside Ward,99145,Dunedin Catholic Community of Learning,-45.873937,170.49658,8,699,473,78,38,64,9,11,26,0.02,Donations may be requested
539,Waikato Waldorf School ( Rudolf Steiner),07 855 8710,,office@waikatowaldorf.school.nz,Sue Bradley,http://www.waikatowaldorf.school.nz/,85 Barrington Drive,Rototuna,Hamilton,P O Box 12127,Chartwell Square,Hamilton,3248,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton East,Hauraki-Waikato,Huntington,East Ward,99132,Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.725567,175.280723,7,200,132,36,4,18,8,1,1,0.19,Donations should not be requested unless for a school camp
544,Al-Madinah School,09 275 5195,09 275 2292,info@al-madinah.school.nz,Asin Ali,http://www.al-madinah.school.nz/,8 Westney Road,Mangere,Auckland,P O Box 43246,Mangere,Manukau,2153,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Mangere South,Manukau Ward,99123,Mangere Kāhui Ako,-36.976352,174.792439,2,555,4,0,59,462,27,3,0,0.21,Donations should not be requested unless for a school camp
545,Te Kura Toitu o Te Whaiti-nui-a-Toi,07 595 8980,07 366 3037,principal@tewhaiti.school.nz,Josephine Gage,,49 Minginui Road,,Te Whaiti,Private Bag 3013,Rotorua Mail Centre,Rotorua,3046,Rural Area,Composite,Designated Character School,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Matahina-Minginui,Galatea-Murupara Ward,,,-38.589189,176.776491,1,27,1,26,0,0,0,0,0,2.23,Donations should not be requested unless for a school camp
546,Samuel Marsden Collegiate School -Whitby,04 234 1070,04 234 6999,anne.winnall@marsdenwhitby.school.nz,Narelle Umbers,http://www.marsdenwhitby.school.nz,2 Starboard Lane,Whitby,Porirua,P O Box 58040,Whitby,Porirua,5245,Main Urban Area,Secondary (Year 7-15),Not Applicable,Private : Fully Registered,Co-Educational,Porirua City,Wellington Region,Wellington,Wellington,Mana,Te Tai Hauauru,Adventure,Northern Ward,,,-41.114978,174.894114,10,156,121,5,2,18,7,3,0,Not applicable,Not applicable
547,MindAlive,09 309 3300,,,Claire Aumonier,,385 Queen Street,Auckland Central,Auckland,P O Box 5524,Wellesley Street,Auckland,1141,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Waitemata,Auckland Region,Auckland,Auckland,Auckland Central,Tamaki Makaurau,Auckland Central West,Waitemata and Gulf Ward,,,-36.856065,174.761905,99,41,33,4,0,2,0,2,0,Not applicable,Not applicable
548,Aurora College,03 211 6040,03 216 6410,office@auroracollege.school.nz,Robyn Hickman,http://www.auroracollege.school.nz,234 Regent Street,,Invercargill,P O Box 740,,Invercargill,9840,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Heidelberg,Area Outside Ward,99146,Invercargill Community of Learning,-46.431134,168.384072,2,409,196,171,22,6,11,3,0,Not calculated,Donations should not be requested unless for a school camp
549,Taihape Area School,06 388 0130,06 388 1130,jpearce@tas.school.nz,Richard McMillan,http://www.tas.school.nz,26 Huia Street,,Taihape,P O Box 292,,Taihape,4742,Minor Urban Area,Composite,Not Applicable,State,Co-Educational,Rangitikei District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Rangitikei,Te Tai Hauauru,Taihape,Taihape Ward,99169,Taihape Community of Learning,-39.67596,175.801512,4,286,91,181,6,7,0,1,0,2.61,Donations may be requested
550,Te Waha O Rerekohu Area School,06 864 4853,,rerekohu@xtra.co.nz,Caron Taana,http://www.tewahaorerekohu.school.nz/,3 Arawhena Street,,Te Araroa,P O Box 166,,Te Araroa,4050,Rural Area,Composite,Not Applicable,State,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,East Cape,Matakaoa-Waiapu Ward,99050,Porou Ariki Kāhui Ako,-37.633715,178.365551,1,97,2,95,0,0,0,0,0,4.64,Donations should not be requested unless for a school camp
551,Coastal Taranaki School,06 752 4022,06 752 4155,principal@coastaltaranaki.school.nz,Scott Walden,http://www.coastaltaranaki.school.nz,91 Carthew Street,,Okato,P O Box 8,,Okato,4348,Rural Area,Composite,Not Applicable,State,Co-Educational,New Plymouth District,Taranaki Region,Whanganui,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Okato,South-West Ward,,,-39.192853,173.881545,7,268,172,94,1,0,1,0,0,1.53,Donations should not be requested unless for a school camp
552,James Hargest College,03 217 6129,03 217 0351,office@jameshargest.school.nz,Andrew Wood,http://www.jameshargest.school.nz,282 Layard Street,,Invercargill,282 Layard Street,Waverley,Invercargill,9810,Main Urban Area,Secondary (Year 7-15),Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Rosedale,Area Outside Ward,,,-46.390638,168.362662,8,1788,1243,300,46,103,42,5,49,0.89,Donations may be requested
553,Mission Heights Junior College,09 277 7881,09 277 7883,admin@mhjc.school.nz,Ian Morrison,http://www.mhjc.school.nz,Jeffs Road,Flat Bush,Auckland,P O Box 64448,Botany,Manukau,2163,Main Urban Area,Secondary (Year 7-10),Restricted Composite (Year 7-10),State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Ormiston,Howick Ward,,,-36.963901,174.931234,7,872,88,53,87,579,32,33,0,Not calculated,Donations should not be requested unless for a school camp
555,Tangaroa College Teen Parent Unit,09 274 5764,09 274 6371,alenat@tangaroa.school.nz,Davida Suasua,http://www.tangaroa.school.nz,Haumia Way,Otara South,Auckland,P O Box 61476,Otara,Manukau,2159,Main Urban Area,Teen Parent Unit,Not Applicable,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Botany,Tamaki Makaurau,Rongomai,Manukau Ward,,,-36.973103,174.892601,1,0,0,0,0,0,0,0,0,0.07,Donations should not be requested unless for a school camp
557,Holy Family School (Wanaka),03 443 2394,03 443 2395,office@holyfamilywanaka.school.nz,Joanna McKay,http://www.holyfamilyschoolwanaka.com,152 Aubrey Road,,Wanaka,P O Box 592,,Wanaka,9305,Minor Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Otago/Southland,Waitaki,Te Tai Tonga,Wanaka,Wanaka Ward,,,-44.679784,169.13762,10,202,172,17,1,10,2,0,0,4.07,Donations may be requested
558,TKKM o Te Kura Kokiri,07 542 1864,07 542 1867,rawi.nuku@kurakokiri.maori.nz,Mark Nicholas,http://www.kurakokiri.maori.nz,1223 Welcome Bay Road,Welcome Bay,Tauranga,P O Box 867,Seventh Avenue,Tauranga,3140,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Kairua,Mount Maunganui-Papamoa Ward,,,-37.723428,176.283679,2,144,3,139,1,0,0,1,0,0.35,Donations should not be requested unless for a school camp
559,Te Wainui a Rua,06 342 8123,,office@tewainuiarua.school.nz,Denny Pia Kumeroa,,4502 Whanganui River Road,,Ranana,4502 Whanganui River Road RD 6,,Whanganui,4576,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Whanganui District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Fordell-Kakatahi,Area Outside Ward,99170,Te Hononga Kāhui Kura - Kāhui Ako,-39.58259,175.107521,2,34,0,34,0,0,0,0,0,2.08,Donations should not be requested unless for a school camp
563,Albany Senior High School,09 451 9065,09 451 9209,info@ashs.school.nz,Claire Amos,http://www.ashs.school.nz,536 Albany Highway,Albany,Auckland,P O Box 300380,Albany,North Shore City,752,Main Urban Area,Secondary (Year 11-15),Not Applicable,State,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,East Coast Bays,Te Tai Tokerau,Albany,Albany Ward,99128,Whānau ki te Ako: Albany / Greenhithe,-36.730171,174.695767,10,770,483,55,20,131,35,28,18,Not calculated,Donations may be requested
564,Ormiston Senior College,09 551 2430,,info@ormiston.school.nz,Diana Patience,http://www.ormiston.school.nz/,275 Ormiston Road,Flat Bush,Auckland,P O Box 217104,Botany Junction,Auckland,2164,Main Urban Area,Secondary (Year 11-15),Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Ormiston,Howick Ward,,,-36.967953,174.918245,7,681,73,26,60,443,46,3,30,Not calculated,Donations may be requested
565,Stonefields School,09 527 7721,,admin@stonefields.school.nz,Sarah Martin,http://www.stonefields.school.nz/,81 Tihi Street,Stonefields,Auckland,81 Tihi Street,Stonefields,Auckland,1072,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Auckland - Orakei,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Stonefields,Orakei Ward,99031,Manaiakalani Community of Learning,-36.888306,174.84054,9,714,348,44,19,248,44,11,0,Not calculated,Donations may be requested
566,Maraekakaho School,06 874 9700,06 874 9790,office@mkk.school.nz,Philip Jones,http://www.mkk.school.nz,68 Kereru Road,,Maraekakaho,68 Kereru Road RD 1,,Hastings,4171,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Maraekakaho,Kahuranaki Ward,99136,Whirinaki Community of Learning,-39.648538,176.617898,8,161,130,28,0,1,0,2,0,1.5,Donations may be requested
567,Te Wharekura o Te Kaokaoroa o Patetere,07 883 3780,07 883 3784,office@kaokaoroa.school.nz,Keith Silveira,http://www.kaokaoroa.school.nz,117 Buckland Street,,Putaruru,117 Buckland Street,,Putaruru,3411,Minor Urban Area,Composite,Designated Character School,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Putaruru,Putaruru Ward,99084,Te Kaahui Ako o Tainui,-38.044277,175.774429,2,232,0,229,2,0,1,0,0,0.97,Donations should not be requested unless for a school camp
570,Mission Heights Primary School,09 277 7888,09 277 7883,admin@mhp.school.nz,Veena Vohra,http://www.mhp.school.nz,Jeffs Road,Flat Bush,Auckland,P O Box 64448,Botany,Manukau,2163,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Auckland - Howick,Auckland Region,Auckland,Auckland,Hunua,Hauraki-Waikato,Ormiston,Howick Ward,,,-36.962388,174.931665,8,720,38,21,56,572,31,2,0,Not calculated,Donations may be requested
571,ACG Sunderland,09 838 7070,09 838 7040,,Nathan Villars,http://www.acgedu.com/nz/sunderland,6 Waipareira Avenue,Henderson,Waitakere,6 Waipareira Avenue,Henderson,Waitakere,610,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Te Atatu,Te Tai Tokerau,Fairdene,Waitakere Ward,,,-36.864296,174.633796,99,439,124,15,21,210,12,4,53,Not applicable,Not applicable
572,Te Matauru Primary (Proposed opening date: 2020-01-01),021 399 462,,,Danny Nicholls,,53-59 Pentecost Road,,Rangiora,P O Box 708,,Rangiora,7440,Secondary Urban Area,Full Primary,Not Applicable,State,Co-Educational,Waimakariri District,Canterbury Region,,Canterbury/Chatham Islands,Waimakariri,Te Tai Tonga,Lehmans,Rangiora-Ashley Ward,,,,,,0,0,0,0,0,0,0,0,Not calculated,Donations may be requested
